Date,High,Low,Open,Close,Volume,Adj Close
2021-09-23,140.39999389648438,133.0500030517578,134.5,137.3000030517578,31779169,137.3000030517578
2021-09-24,139.5,136.0500030517578,137.5500030517578,136.64999389648438,13099391,136.64999389648438
2021-09-27,144.75,138.0,139.85000610351562,143.6999969482422,26041244,143.6999969482422
2021-09-28,143.89999389648438,137.64999389648438,143.89999389648438,139.0,13489232,139.0
2021-09-29,139.5,136.5,138.0,138.5,10801439,138.5
2021-09-30,139.1999969482422,136.14999389648438,139.1999969482422,136.60000610351562,7825751,136.60000610351562
2021-10-01,140.5,137.0,137.3000030517578,138.0,11940576,138.0
2021-10-04,140.0,138.0,139.10000610351562,139.10000610351562,11995299,139.10000610351562
2021-10-05,138.8000030517578,137.14999389648438,138.75,137.9499969482422,10912142,137.9499969482422
2021-10-06,139.1999969482422,133.6999969482422,138.75,134.9499969482422,9988184,134.9499969482422
2021-10-07,138.4499969482422,136.0500030517578,136.75,137.10000610351562,7317664,137.10000610351562
2021-10-08,138.0,135.6999969482422,138.0,136.14999389648438,6207969,136.14999389648438
2021-10-11,137.5,136.14999389648438,137.5,136.85000610351562,4395523,136.85000610351562
2021-10-12,137.75,135.5,137.3000030517578,136.60000610351562,5600652,136.60000610351562
2021-10-13,137.39999389648438,134.35000610351562,137.25,135.4499969482422,6351349,135.4499969482422
2021-10-14,137.3000030517578,133.6999969482422,135.89999389648438,135.0,8688177,135.0
2021-10-18,146.14999389648438,135.89999389648438,136.0,144.0500030517578,31446800,144.0500030517578
2021-10-19,145.10000610351562,137.25,144.89999389648438,138.5500030517578,14688308,138.5500030517578
2021-10-20,140.39999389648438,133.85000610351562,138.5,137.89999389648438,12607297,137.89999389648438
2021-10-21,139.89999389648438,135.8000030517578,139.75,138.14999389648438,5951873,138.14999389648438
2021-10-22,142.0,135.8000030517578,138.9499969482422,137.75,11468458,137.75
2021-10-25,138.9499969482422,131.5500030517578,138.0,132.6999969482422,13530512,132.6999969482422
2021-10-26,137.35000610351562,133.0,133.0,135.4499969482422,6445894,135.4499969482422
2021-10-27,139.25,134.5,136.1999969482422,134.8000030517578,8982174,134.8000030517578
2021-10-28,136.5,131.5,135.35000610351562,135.60000610351562,11936370,135.60000610351562
2021-10-29,135.0,130.5,135.0,131.5500030517578,12925877,131.5500030517578
2021-11-01,134.3000030517578,132.0,133.60000610351562,132.64999389648438,6200243,132.64999389648438
2021-11-02,133.60000610351562,131.75,132.6999969482422,132.4499969482422,7367792,132.4499969482422
2021-11-03,132.89999389648438,127.5,132.89999389648438,128.35000610351562,15919925,128.35000610351562
2021-11-04,132.39999389648438,130.0,130.0,131.35000610351562,4101820,131.35000610351562
2021-11-08,133.60000610351562,130.60000610351562,132.9499969482422,131.14999389648438,17645794,131.14999389648438
2021-11-09,138.89999389648438,131.64999389648438,133.0,137.64999389648438,26457361,137.64999389648438
2021-11-10,139.14999389648438,135.0,136.5,136.0500030517578,16816048,136.0500030517578
2021-11-11,144.0,132.60000610351562,142.0,140.89999389648438,83582039,140.89999389648438
2021-11-12,155.1999969482422,142.0,142.0,153.0,140547798,153.0
2021-11-15,163.3000030517578,142.35000610351562,149.0,160.3000030517578,121197599,160.3000030517578
2021-11-16,169.0,153.8000030517578,161.14999389648438,157.60000610351562,109342731,157.60000610351562
2021-11-17,162.25,154.25,155.9499969482422,156.5500030517578,44505156,156.5500030517578
2021-11-18,161.85000610351562,152.5,158.89999389648438,154.6999969482422,46802082,154.6999969482422
2021-11-22,158.25,136.8000030517578,158.25,149.75,79417849,149.75
2021-11-23,152.0,144.25,150.0,148.6999969482422,38236588,148.6999969482422
2021-11-24,156.39999389648438,149.60000610351562,151.10000610351562,155.5,53749976,155.5
2021-11-25,161.3000030517578,154.0500030517578,157.0,159.75,48900473,159.75
2021-11-26,158.4499969482422,146.25,158.4499969482422,148.14999389648438,35968151,148.14999389648438
2021-11-29,153.89999389648438,137.5,148.8000030517578,149.10000610351562,43972445,149.10000610351562
2021-11-30,158.0,145.3000030517578,149.9499969482422,152.5500030517578,258130152,152.5500030517578
2021-12-01,157.89999389648438,149.4499969482422,153.0,151.39999389648438,32604856,151.39999389648438
2021-12-02,153.8000030517578,147.8000030517578,151.60000610351562,150.64999389648438,23508261,150.64999389648438
2021-12-03,152.8000030517578,143.85000610351562,152.10000610351562,144.89999389648438,26452896,144.89999389648438
2021-12-06,146.85000610351562,135.3000030517578,146.60000610351562,138.5500030517578,33244501,138.5500030517578
2021-12-07,143.8000030517578,138.64999389648438,141.35000610351562,139.8000030517578,36835410,139.8000030517578
2021-12-08,148.60000610351562,140.25,141.0,147.60000610351562,37324365,147.60000610351562
2021-12-09,148.64999389648438,145.3000030517578,148.64999389648438,146.25,18377899,146.25
2021-12-10,146.39999389648438,139.75,144.10000610351562,140.5500030517578,27881031,140.5500030517578
2021-12-13,144.4499969482422,141.89999389648438,142.1999969482422,142.64999389648438,20318225,142.64999389648438
2021-12-14,144.9499969482422,140.0,144.6999969482422,140.64999389648438,19474412,140.64999389648438
2021-12-15,142.0,140.0,140.5,140.60000610351562,12791660,140.60000610351562
2021-12-16,142.85000610351562,137.39999389648438,141.89999389648438,138.39999389648438,17182101,138.39999389648438
2021-12-17,141.0,132.35000610351562,138.9499969482422,135.35000610351562,95386202,135.35000610351562
2021-12-20,135.75,124.5999984741211,135.3000030517578,126.55000305175781,36064413,126.55000305175781
2021-12-21,132.85000610351562,128.60000610351562,128.85000610351562,131.60000610351562,20442777,131.60000610351562
2021-12-22,139.75,133.0,133.0500030517578,138.64999389648438,19425711,138.64999389648438
2021-12-23,140.75,132.10000610351562,140.0500030517578,133.0,21934786,133.0
2021-12-24,134.5,129.60000610351562,134.5,131.4499969482422,17625584,131.4499969482422
2021-12-27,133.85000610351562,128.0,131.35000610351562,132.75,13934154,132.75
2021-12-28,134.0,131.64999389648438,133.6999969482422,132.85000610351562,11170275,132.85000610351562
2021-12-29,137.6999969482422,131.5500030517578,132.6999969482422,137.10000610351562,18914246,137.10000610351562
2021-12-30,137.0500030517578,133.3000030517578,137.0500030517578,133.9499969482422,8369208,133.9499969482422
2021-12-31,138.39999389648438,133.39999389648438,133.85000610351562,137.39999389648438,11452243,137.39999389648438
2022-01-03,142.4499969482422,138.3000030517578,139.6999969482422,141.35000610351562,22518241,141.35000610351562
2022-01-04,141.5500030517578,137.60000610351562,141.35000610351562,138.35000610351562,10705792,138.35000610351562
2022-01-05,137.89999389648438,133.3000030517578,137.89999389648438,133.9499969482422,15874857,133.9499969482422
2022-01-06,133.14999389648438,129.60000610351562,133.0,130.0,23780419,130.0
2022-01-07,131.4499969482422,129.0,130.0,129.25,22846951,129.25
2022-01-10,130.89999389648438,129.39999389648438,130.5,130.1999969482422,11389370,130.1999969482422
2022-01-11,132.5,130.0,131.0,131.3000030517578,15396652,131.3000030517578
2022-01-12,132.89999389648438,131.60000610351562,132.10000610351562,132.25,8004430,132.25
2022-01-13,133.4499969482422,132.35000610351562,132.5,133.10000610351562,6535224,133.10000610351562
2022-01-14,134.4499969482422,132.0500030517578,133.10000610351562,133.60000610351562,9443928,133.60000610351562
2022-01-17,134.5,133.0,133.60000610351562,134.0,7515979,134.0
2022-01-18,134.60000610351562,132.8000030517578,134.5,133.0500030517578,9428096,133.0500030517578
2022-01-19,132.39999389648438,128.25,131.6999969482422,129.1999969482422,27812341,129.1999969482422
2022-01-20,130.6999969482422,125.0,127.94999694824219,125.19999694824219,23290545,125.19999694824219
2022-01-21,125.1500015258789,112.55000305175781,125.1500015258789,113.6500015258789,59805922,113.6500015258789
2022-01-24,114.19999694824219,90.94999694824219,114.0,91.3499984741211,167044739,91.3499984741211
2022-01-25,100.44999694824219,84.1500015258789,90.94999694824219,100.44999694824219,138336211,100.44999694824219
2022-01-27,98.0,90.44999694824219,98.0,90.5,106488772,90.5
2022-01-28,96.44999694824219,88.80000305175781,93.5999984741211,89.55000305175781,61452438,89.55000305175781
2022-01-31,92.5,89.6500015258789,91.3499984741211,90.4000015258789,20203799,90.4000015258789
2022-02-01,95.80000305175781,91.05000305175781,91.75,94.55000305175781,32606751,94.55000305175781
2022-02-02,99.75,94.80000305175781,95.75,98.9000015258789,18674088,98.9000015258789
2022-02-03,98.5,96.0999984741211,98.5,97.0999984741211,9769090,97.0999984741211
2022-02-04,97.8499984741211,93.5999984741211,97.19999694824219,94.19999694824219,15354384,94.19999694824219
2022-02-07,95.5,93.3499984741211,95.0999984741211,93.55000305175781,10900141,93.55000305175781
2022-02-08,94.6500015258789,91.25,94.3499984741211,93.55000305175781,9026735,93.55000305175781
2022-02-09,95.44999694824219,93.5999984741211,94.5,94.19999694824219,7876462,94.19999694824219
2022-02-10,95.4000015258789,93.0,94.9000015258789,94.44999694824219,13257124,94.44999694824219
2022-02-11,92.75,86.5,92.75,88.69999694824219,39976783,88.69999694824219
2022-02-14,87.0,80.55000305175781,87.0,82.44999694824219,35049550,82.44999694824219
2022-02-15,84.6500015258789,75.75,83.5,82.69999694824219,106216252,82.69999694824219
2022-02-16,87.0,84.25,85.0,84.94999694824219,33106605,84.94999694824219
2022-02-17,90.0999984741211,85.9000015258789,86.5,89.1500015258789,29566401,89.1500015258789
2022-02-18,88.4000015258789,85.19999694824219,88.0999984741211,85.9000015258789,15037123,85.9000015258789
2022-02-21,84.80000305175781,80.6500015258789,84.19999694824219,81.55000305175781,18853339,81.55000305175781
2022-02-22,80.55000305175781,77.0,78.0,79.69999694824219,28814770,79.69999694824219
2022-02-23,85.1500015258789,81.19999694824219,82.0,84.1500015258789,19847603,84.1500015258789
2022-02-24,81.5,78.0999984741211,78.6500015258789,78.5,22035319,78.5
2022-02-25,83.4000015258789,78.1500015258789,82.0,78.80000305175781,22876044,78.80000305175781
2022-02-28,80.94999694824219,76.55000305175781,79.0,79.94999694824219,41975659,79.94999694824219
2022-03-02,82.0,79.0,80.0,79.8499984741211,20353225,79.8499984741211
2022-03-03,83.19999694824219,81.19999694824219,81.5,82.19999694824219,16067224,82.19999694824219
2022-03-04,82.9000015258789,79.5,80.5,80.19999694824219,15145236,80.19999694824219
2022-03-07,79.6500015258789,78.0,79.0,79.0,9764606,79.0
2022-03-08,80.5999984741211,77.5999984741211,79.25,78.1500015258789,12381953,78.1500015258789
2022-03-09,80.6500015258789,78.9000015258789,79.44999694824219,80.3499984741211,11887757,80.3499984741211
2022-03-10,83.94999694824219,81.69999694824219,82.55000305175781,82.19999694824219,13476206,82.19999694824219
2022-03-11,82.4000015258789,79.5,82.4000015258789,79.9000015258789,18964704,79.9000015258789
2022-03-14,80.69999694824219,79.0,80.69999694824219,79.30000305175781,7261365,79.30000305175781
2022-03-15,79.5999984741211,76.0,79.30000305175781,76.55000305175781,18900800,76.55000305175781
2022-03-16,80.0,75.5,80.0,75.94999694824219,42383305,75.94999694824219
2022-03-17,82.0,76.80000305175781,77.19999694824219,80.8499984741211,34440238,80.8499984741211
2022-03-21,83.30000305175781,79.25,82.0,80.4000015258789,28669864,80.4000015258789
2022-03-22,81.9000015258789,79.30000305175781,80.94999694824219,81.1500015258789,23798591,81.1500015258789
2022-03-23,82.0,80.19999694824219,82.0,80.75,12522850,80.75
2022-03-24,82.3499984741211,80.05000305175781,80.69999694824219,80.3499984741211,12996477,80.3499984741211
2022-03-25,81.8499984741211,80.25,81.0,80.5999984741211,13585986,80.5999984741211
2022-03-28,81.0,79.1500015258789,80.5999984741211,79.6500015258789,10034667,79.6500015258789
2022-03-29,80.5,78.05000305175781,80.05000305175781,78.19999694824219,13466521,78.19999694824219
2022-03-30,86.0,78.5,79.0,85.05000305175781,41305975,85.05000305175781
2022-03-31,88.69999694824219,81.75,88.69999694824219,82.30000305175781,34672910,82.30000305175781
2022-04-01,85.5999984741211,82.05000305175781,82.0999984741211,84.30000305175781,15586812,84.30000305175781
2022-04-04,87.69999694824219,84.4000015258789,84.4000015258789,86.25,18040882,86.25
2022-04-05,85.1500015258789,82.3499984741211,83.0,83.9000015258789,28433443,83.9000015258789
2022-04-06,85.30000305175781,83.1500015258789,83.75,84.55000305175781,10697018,84.55000305175781
2022-04-07,85.25,82.25,84.80000305175781,82.5,9709022,82.5
2022-04-08,85.5,82.75,83.5,83.4000015258789,14851737,83.4000015258789
2022-04-11,85.8499984741211,83.0,83.1500015258789,84.44999694824219,17609808,84.44999694824219
2022-04-12,84.30000305175781,81.0,84.30000305175781,81.5,12913673,81.5
2022-04-13,88.30000305175781,82.1500015258789,82.5,83.9000015258789,52988189,83.9000015258789
2022-04-18,84.4000015258789,82.55000305175781,83.69999694824219,82.9000015258789,14209908,82.9000015258789
2022-04-19,83.9000015258789,79.44999694824219,83.0999984741211,80.44999694824219,13439870,80.44999694824219
2022-04-20,82.30000305175781,80.0,81.5999984741211,80.30000305175781,12797463,80.30000305175781
2022-04-21,81.8499984741211,80.6500015258789,81.0999984741211,80.80000305175781,6780602,80.80000305175781
2022-04-22,81.80000305175781,80.19999694824219,80.69999694824219,81.19999694824219,7211263,81.19999694824219
2022-04-25,81.5999984741211,78.5999984741211,80.5,78.75,16717052,78.75
2022-04-26,80.9000015258789,78.5999984741211,80.5999984741211,79.5999984741211,9548939,79.5999984741211
2022-04-27,79.5999984741211,75.5,79.4000015258789,75.8499984741211,23626624,75.8499984741211
2022-04-28,77.5999984741211,73.5,77.3499984741211,73.8499984741211,21338831,73.8499984741211
2022-04-29,74.8499984741211,71.0999984741211,74.69999694824219,71.75,24873682,71.75
2022-05-02,71.9000015258789,68.75,71.75,69.5,18464589,69.5
2022-05-04,70.0,63.900001525878906,69.75,64.44999694824219,43049544,64.44999694824219
2022-05-05,66.6500015258789,60.5,65.75,61.150001525878906,40296393,61.150001525878906
2022-05-06,62.29999923706055,57.650001525878906,59.29999923706055,60.5,47189321,60.5
2022-05-09,60.400001525878906,55.650001525878906,59.599998474121094,56.75,38279098,56.75
2022-05-10,56.75,50.04999923706055,55.75,52.45000076293945,45135581,52.45000076293945
2022-05-11,56.45000076293945,50.29999923706055,52.0,54.20000076293945,99812774,54.20000076293945
2022-05-12,53.900001525878906,51.04999923706055,53.79999923706055,51.95000076293945,37338266,51.95000076293945
2022-05-13,59.20000076293945,52.25,53.29999923706055,56.849998474121094,79292212,56.849998474121094
2022-05-16,57.70000076293945,54.75,56.849998474121094,56.400001525878906,37036105,56.400001525878906
2022-05-17,56.70000076293945,55.150001525878906,56.099998474121094,56.150001525878906,21460388,56.150001525878906
2022-05-18,59.599998474121094,55.849998474121094,56.099998474121094,58.75,57728111,58.75
2022-05-19,56.849998474121094,54.79999923706055,56.5,55.349998474121094,31970099,55.349998474121094
2022-05-20,58.75,56.400001525878906,56.5,58.04999923706055,32411623,58.04999923706055
2022-05-23,60.5,56.599998474121094,58.70000076293945,57.04999923706055,36830591,57.04999923706055
2022-05-24,67.5999984741211,57.900001525878906,57.95000076293945,64.94999694824219,193577787,64.94999694824219
2022-05-25,66.9000015258789,60.650001525878906,65.69999694824219,62.29999923706055,104446924,62.29999923706055
2022-05-26,62.5,59.599998474121094,61.0,60.45000076293945,46556399,60.45000076293945
2022-05-27,63.0,61.5,63.0,62.04999923706055,32064280,62.04999923706055
2022-05-30,72.0999984741211,62.599998474121094,63.25,71.05000305175781,124103679,71.05000305175781
2022-05-31,77.69999694824219,67.4000015258789,68.5,74.6500015258789,184333915,74.6500015258789
2022-06-01,79.80000305175781,73.0999984741211,75.4000015258789,74.69999694824219,127949782,74.69999694824219
2022-06-02,74.4000015258789,71.4000015258789,74.4000015258789,71.94999694824219,47866809,71.94999694824219
2022-06-03,74.8499984741211,71.19999694824219,73.9000015258789,72.1500015258789,35779760,72.1500015258789
2022-06-06,71.19999694824219,69.19999694824219,70.0,69.9000015258789,30078469,69.9000015258789
2022-06-07,69.69999694824219,64.75,69.69999694824219,65.4000015258789,41755337,65.4000015258789
2022-06-08,68.5999984741211,64.0999984741211,66.0,67.1500015258789,46697875,67.1500015258789
2022-06-09,69.69999694824219,65.0,66.19999694824219,68.69999694824219,47653877,68.69999694824219
2022-06-10,69.69999694824219,66.5,67.30000305175781,69.0,42040372,69.0
2022-06-13,68.30000305175781,65.4000015258789,67.5,67.5,34863276,67.5
2022-06-14,70.75,64.0,64.19999694824219,70.0,66677006,70.0
2022-06-15,71.9000015258789,68.94999694824219,70.6500015258789,70.19999694824219,33246369,70.19999694824219
2022-06-16,72.0,66.0999984741211,72.0,67.19999694824219,41879881,67.19999694824219
2022-06-17,69.4000015258789,65.30000305175781,65.6500015258789,67.05000305175781,33597224,67.05000305175781
2022-06-20,68.0,64.05000305175781,68.0,65.0,27409011,65.0
2022-06-21,67.25,65.3499984741211,65.5,66.05000305175781,22905677,66.05000305175781
2022-06-22,68.5999984741211,65.0,65.94999694824219,67.5999984741211,35026600,67.5999984741211
2022-06-23,70.0,66.5,67.05000305175781,69.55000305175781,33785882,69.55000305175781
2022-06-24,71.8499984741211,69.55000305175781,71.0,70.5,23948418,70.5
2022-06-27,72.69999694824219,65.0,72.6500015258789,65.8499984741211,110751340,65.8499984741211
2022-06-28,65.69999694824219,59.650001525878906,65.69999694824219,60.29999923706055,120959477,60.29999923706055
2022-06-29,61.45000076293945,56.849998474121094,58.75,57.29999923706055,96955320,57.29999923706055
2022-06-30,59.0,53.349998474121094,57.79999923706055,53.849998474121094,106893631,53.849998474121094
2022-07-01,56.70000076293945,52.54999923706055,54.150001525878906,56.150001525878906,112078641,56.150001525878906
